interaction_id,userId,productId,session_id,action_type,timestamp,view_duration,rating,product_name,category,brand,description,search_query,current_price,discount_percent,in_stock,preference_score
I89189,U036,B0FB3JWKCD,S82981,view,2025-08-13 18:31:48,23,3.2,"MiniRaid Dual-Bay M.2 NVMe/SATA SSD Enclosure with 10-In-1 Docking Station for Mac mini M4/M4 Pro, Raid 0/1/PM, USB C HUB with HDMI 4K@60Hz, 10Gbps, PD60W, SD/TF Card Slot, RJ45 for Creator-MR10",Gaming,Orico,Looking for the best in Item? The MiniRaid Dual-Bay M.2 NVMe/SATA SSD Enclosure with 10-In-1 D... by ORICO provides exceptional value and reliability. Built to last.,sony playstation 5 console,84.99,15,147,1.045
I47965,U036,B09VMPBBY5,S58478,view,2025-11-25 19:11:05,210,1.4,"Partybox Encore Essential: 100W Sound, Built-in Dynamic Light Show, and Splash Proof Design, Black",Gaming,Jbl,"Looking for the best in Item? The Partybox Encore Essential: 100W Sound, Built-in Dynamic Ligh... by JBL provides exceptional value and reliability. Built to last.",sony playstation 5 console,199.95,20,10,1.69
I17633,U036,B0DS65LRBD,S67306,view,2025-09-12 14:41:50,202,2.2,"Mac mini M4 2024 Secure Mounting Bracket with Integrated Lock Head, Anti-Theft Steel Holder with Keyed Lock for Offices, Schools, and Public Spaces - Black",Smartphones,Mac,Looking for the best in Item? The Mac mini M4 2024 Secure Mounting Bracket with Integrated Loc... by Premium Quality provides exceptional value and reliability. Built to last.,samsung galaxy s24 ultra,51.72,10,102,1.662
I87567,U036,B0CGX573C8,S21797,view,2025-08-21 08:22:51,193,3.6,"XPS 15 9520 15.6"" FHD+ (Intel 12th Gen 14-Core i7-12700H (Beat i9-11980HK), 32GB DDR5 RAM, 1TB SSD, RTX 3050) Business Laptop, Backlit, FP, Thunderbolt 4, Webcam, Win 11 Pro",Computers & Laptops,Dell,"Looking for the best in Item? The XPS 15 9520 15.6"" FHD+ (Intel 12th Gen 14-Core i7-12700H (Be... by Dell provides exceptional value and reliability. Built to last.",dell xps 13 laptop,78900.0,15,76,1.631
I42129,U036,B0DWKWX6FS,S12943,view,2025-08-01 20:11:25,205,4.5,"Apple iPhone 15 Pro Max, 512GB, Natural Titanium for Boost Mobile (Renewed Premium)",Computer Accessories,Apple,"Upgrade your lifestyle with the Premium Quality Apple iPhone 15 Pro Max, 512GB, Natural Titanium for Boost M.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",logitech mx master 3s mouse,744.97,0,71,1.6720000000000002
I69823,U036,B0DLFRJCQK,S59124,cart,2025-09-28 04:40:01,244,2.5,"Case for 7 inch Kindle Paperwhite(12th 2024)&Kindle Colorsoft Signature Edition (1st Gen,2024),Slim Lightweight Shell Protective Cover with Sleep/Wake for Kindle Paperwhite-Composition Book",Wearables,Kindle,Looking for the best in Item? The Case for 7 inch Kindle Paperwhite(12th 2024)&Kindle Colorsof... by Premium Quality provides exceptional value and reliability. Built to last.,apple watch series 9,9.99,20,12,3.807
I10154,U036,B0FYDZ1FX6,S18986,cart,2025-08-14 19:38:13,84,4.3,Mac mini M4 Dock with HDMI Port & 4TB M.2 SSD Enclosure + SSD Enclosure for iPhone 15 16 17 Pro/Max,Audio & Speakers,Mac,Discover the ultimate Item experience with Premium Quality. The Mac mini M4 Dock with HDMI Port & 4TB M.2 SSD Enclosure + SS... combines sleek design with outstanding performance.,jbl flip 6 portable speaker,69.99,5,19,3.255
I68983,U036,B0D9GZLRL6,S82322,view,2025-08-07 08:27:57,272,2.7,"Replacement USB Type-C Data Charger Cable Cord Compatible with Logitech G733 Lightspeed/G PRO X Wireless Gaming Headset, MX Keys S Keyboard,MX Master 3/3S,MX Anywhere 3/3S Mouse, 5.9FT/1.8m",Gaming,Logitech,Looking for the best in Item? The Replacement USB Type-C Data Charger Cable Cord Compatible wi... by Premium Quality provides exceptional value and reliability. Built to last.,sony playstation 5 console,11.68,20,121,1.903
I55585,U037,B08FC6Y4VG,S88135,purchase,2025-12-22 20:47:47,230,3.7,Playstation DualSense Charging Station,Smartphones,Playstation,Discover the ultimate Item experience with Premium Quality. The Playstation DualSense Charging Station combines sleek design with outstanding performance.,samsung galaxy s24 ultra,29.96,15,32,5.759
I59492,U037,B0BMVJR1QP,S12897,view,2025-12-21 04:46:18,77,4.6,"Laptop Docking Station Stand for MacBook Pro/Air/Dell/HP/Surface/Lenovo, Mac Docking Station with 4K HDMI, USB 3.0, RJ45, PD 3.0, USB C Laptop Stand Hub for Desk with 360 Rotating Base Grey",Smartphones,Tobenone,Discover the ultimate Item experience with Tobenone. The Laptop Docking Station Stand for MacBook Pro/Air/Dell/HP/Sur... combines sleek design with outstanding performance.,samsung galaxy s24 ultra,71.99,0,0,1.231
I59132,U037,B0C345M3T7,S15866,view,2025-12-25 04:16:09,134,4.4,"WF-1000XM5 The Best Truly Wireless Bluetooth Noise Canceling Earbuds & in-Ear Headphones with Alexa Built-in, Silver",E-Readers,Sony,Looking for the best in Item? The WF-1000XM5 The Best Truly Wireless Bluetooth Noise Canceling... by Sony provides exceptional value and reliability. Built to last.,kindle paperwhite 2024,228.0,10,70,1.428
I21633,U037,B0CTDKNY3Q,S71320,view,2025-12-25 06:17:55,292,1.2,"Apple Watch Series 9 [GPS + Cellular, 41mm] - Starlight Aluminum Case with Starlight Sport Band, M/L (Renewed)",Computers & Laptops,Apple,"Upgrade your lifestyle with the Premium Quality Apple Watch Series 9 [GPS + Cellular, 41mm] - Starlight Alum.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",dell xps 13 laptop,265.0,10,98,1.972
I14559,U037,B0DWSRMS98,S17785,view,2025-12-23 22:14:57,68,1.2,"Apple iPhone 15, 256GB, Black for Cricket Wireless (Renewed Premium)",Gaming,Apple,"Discover the ultimate Item experience with Premium Quality. The Apple iPhone 15, 256GB, Black for Cricket Wireless (Renewed ... combines sleek design with outstanding performance.",sony playstation 5 console,589.99,5,98,1.2
I52073,U037,B0DBVY3X9C,S74591,view,2025-12-25 06:01:03,12,5.0,"Handmade Double Sided Leather Bands Compatible with Apple Watch Ultra 3/2/1 Band 49mm 46mm 45mm 44mm 42mm 41mm,Men Retro Design Genuine Leather Band For iWatch Series SE 11 10 9 8 7 6 5 4 3 2 1",E-Readers,Apple,Looking for the best in Item? The Handmade Double Sided Leather Bands Compatible with Apple Wa... by Premium Quality provides exceptional value and reliability. Built to last.,kindle paperwhite 2024,12.79,10,126,1.007
I75251,U037,B0FCXDMJD2,S97827,view,2025-12-21 11:24:30,94,1.1,"C25+ Ultra Unlocked Cell Phone Android 14, 12GB+512GB Octa-core Smartphone, 8000mAh Mobile Phone, 6.8"" FHD+, 108MP Camera, Dual SIM Phone/Built-in Pen/GPS/Face ID - Black",Wearables,Echoamo,"Looking for the best in Item? The C25+ Ultra Unlocked Cell Phone Android 14, 12GB+512GB Octa-c... by Echoamo provides exceptional value and reliability. Built to last.",apple watch series 9,159.99,20,145,1.29
I40911,U037,B0CD2BDHX7,S28329,purchase,2025-12-25 18:18:17,237,3.8,"Hard Travel Mouse Case for Logitech MX Master 4 / Master 3S / 3 /MX Master Advanced Wireless Mouse, Protective Storage Case for G502 X /G502 X Plus, with Carabiner Clip",Computers & Laptops,Cantoo,"Upgrade your lifestyle with the CANTOO Hard Travel Mouse Case for Logitech MX Master 4 / Master 3S .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",mac mini m4,9.99,20,48,5.783
I36383,U037,B0DBVY3X9C,S68338,purchase,2025-12-22 18:28:50,235,4.1,"Handmade Double Sided Leather Bands Compatible with Apple Watch Ultra 3/2/1 Band 49mm 46mm 45mm 44mm 42mm 41mm,Men Retro Design Genuine Leather Band For iWatch Series SE 11 10 9 8 7 6 5 4 3 2 1",Gaming,Apple,Looking for the best in Item? The Handmade Double Sided Leather Bands Compatible with Apple Wa... by Premium Quality provides exceptional value and reliability. Built to last.,sony playstation 5 console,12.79,5,126,5.776
I76501,U037,B0FMJLS3Q1,S15529,view,2025-12-23 14:18:04,291,1.8,"Slim Metal Band Compatible with Apple Watch Band 49mm 46mm 45mm 44mm 42mm(Series 3 2 1) Women, Stylish Thin Stainless Steel Chain Straps for iWatch Bands Series 11 10 9 8 7 6 5 4 SE Ultra, Silver Gold",Wearables,Stiroll,"Upgrade your lifestyle with the STIROLL Slim Metal Band Compatible with Apple Watch Band 49mm 46mm 4.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,15.19,20,30,1.9689999999999999
I62832,U037,B0CZRJL7JM,S32084,view,2025-12-27 13:55:44,57,1.2,"Mini PC NucBox G5, Intel 12th Gen Alder Lake N97 (up to 3.6GHz), 12GB RAM 256GB M.2 SSD, Home & Business Mini Computer, Silent Office Pc 4K UHD Dual HDIMI, RJ45 Ethernet",Smartphones,Gmktec,"Discover the ultimate Item experience with GMKtec. The Mini PC NucBox G5, Intel 12th Gen Alder Lake N97 (up to 3.6G... combines sleek design with outstanding performance.",samsung galaxy s24 ultra,180.49,5,114,1.162
I71669,U037,B0D598149M,S95639,view,2025-12-22 10:40:22,199,3.7,"Replacement Ear Pads for Sony WH-CH700N, Headphones Ear Cushions Covers for Sony WH-CH700N Headphone Ear Pads Cushions with Softer Protein Leather,Memory Foam-Black",Wearables,Sony,"Discover the ultimate Item experience with Premium Quality. The Replacement Ear Pads for Sony WH-CH700N, Headphones Ear Cush... combines sleek design with outstanding performance.",apple watch series 9,9.99,10,139,1.6520000000000001
I22041,U037,B0F1TCJJTM,S35235,view,2025-12-26 05:36:38,221,1.7,"Case for 7"" All-New Kindle Paperwhite (12th Generation, 2024) and Kindle Colorsoft Signature Edition Slim Lightweight PU Leather Stand Smart Cover with Auto Wake/Sleep,Forest Ghosts",Audio & Speakers,Kindle,"Upgrade your lifestyle with the Premium Quality Case for 7"" All-New Kindle Paperwhite (12th Generation, 2024.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony wh-1000xm5 headphones,27.54,15,74,1.728
I73032,U037,B00JFCA6V2,S82048,view,2025-12-28 01:47:06,24,4.5,Sony PlayStation Vita Wi-Fi (Renewed),Computer Accessories,Playstation,Looking for the best in Item? The Sony PlayStation Vita Wi-Fi (Renewed) by Premium Quality provides exceptional value and reliability. Built to last.,logitech mx master 3s mouse,254.99,20,46,1.048
I11360,U037,B0D1YKFV5D,S26505,purchase,2025-12-21 21:04:05,44,4.2,"Galaxy Watch Ultra (2024) 47mm LTE AI Smartwatch w/Energy Score, Wellness Tips, Heart Rate Tracking, Sleep Monitor, Fitness Tracker, GPS, Titanium White [US Version, 1Yr Manufacturer Warranty]",Smartphones,Samsung,Discover the ultimate Item experience with Samsung. The Galaxy Watch Ultra (2024) 47mm LTE AI Smartwatch w/Energy Sc... combines sleek design with outstanding performance.,samsung galaxy s24 ultra,379.92,5,89,5.117
I12862,U037,B0CM97CL2N,S22198,view,2025-12-24 01:19:32,287,2.5,2 Pack Replacement Vertical Base Stand Holder Bottom Screws for Sony PlayStation 5 PS5 Stand Support Fixing Screw Replacement with Screwdriver,Monitors,Playstation,Looking for the best in Item? The 2 Pack Replacement Vertical Base Stand Holder Bottom Screws ... by Premium Quality provides exceptional value and reliability. Built to last.,monitor,7.99,10,114,1.955
I74633,U037,B0FQ3TWJFX,S27187,view,2025-12-27 09:21:01,29,3.2,"6-7 inch Kindle Sleeve Pouch for 6.8""-7"" Kindle Paperwhite 2024, 6"" Kindle 2024/2022, Colorsoft, Oasis, Cotton-Padded Envelope Sleeve Case with Stylish Printed for Most E-Readers, Black",Monitors,Kindle,"Discover the ultimate Item experience with Premium Quality. The 6-7 inch Kindle Sleeve Pouch for 6.8""-7"" Kindle Paperwhite 2... combines sleek design with outstanding performance.",monitor,10.35,10,10,1.066
I95316,U037,B0D9R7Q449,S42741,view,2025-12-24 17:47:52,180,3.7,LG 27US500-W Ultrafine Monitor 27-Inch 4K UHD (3840x2160) HDR10 IPS Borderless Design Reader Mode Flicker Safe Switch App HDMI DisplayPort - White,E-Readers,Lg,Discover the ultimate Item experience with Premium Quality. The LG 27US500-W Ultrafine Monitor 27-Inch 4K UHD (3840x2160) HD... combines sleek design with outstanding performance.,kindle paperwhite 2024,176.99,0,54,1.5859999999999999
I42460,U037,B0D27YXDY4,S80585,view,2025-12-24 09:33:18,51,3.8,JBL Flip 6 - Portable Wireless Bluetooth Speaker - Black (Renewed Premium),Smartphones,Jbl,Discover the ultimate Item experience with Premium Quality. The JBL Flip 6 - Portable Wireless Bluetooth Speaker - Black (Re... combines sleek design with outstanding performance.,iphone 15,92.95,0,65,1.141
I28246,U037,B0785YM17S,S70893,purchase,2025-12-24 19:37:59,201,5.0,Streaming Stick+,Monitors,Roku,Discover the ultimate Item experience with Roku. The Streaming Stick+ combines sleek design with outstanding performance.,monitor,55.98,20,14,5.659
I14591,U038,B0CKXQ3H96,S54563,view,2025-07-18 00:03:36,135,2.9,"Sport Bands Compatible with Apple Watch Band 42mm 41mm 45mm 49mm 40mm 44mm 38mm 42mm 46mm, Silicone Waterproof Strap for iWatch Series 10 9 8 7 6 5 4 3 2 1 Ultra 2/Ultra SE/SE 2 Women Men",Gaming,Apple,Looking for the best in Item? The Sport Bands Compatible with Apple Watch Band 42mm 41mm 45mm ... by Premium Quality provides exceptional value and reliability. Built to last.,sony playstation 5 console,5.59,5,70,1.431
I83015,U038,B0FS18L1L7,S39797,purchase,2025-11-04 12:29:33,11,4.6,"Metal Cases Screen Protector for Apple Watch Series 9 8 7 45MM, Stylish Rugged Protective Bumper for iWatch 45mm",Gaming,Apple,Discover the ultimate Item experience with Premium Quality. The Metal Cases Screen Protector for Apple Watch Series 9 8 7 45... combines sleek design with outstanding performance.,sony playstation 5 console,19.99,5,149,5.003
I54061,U038,B08VF2KT61,S56004,view,2025-10-29 09:30:26,247,2.4,"[2 Pack] Firestick Remote Cover,Silicone TV Remote Control Case for Streaming Media Devices,Firestick Lite 2020,FireStick 4K ,TV Cube,(2018-2020) Release (Limegreen+DeepSkyBlue)",Computer Accessories,Pack,"Discover the ultimate Item experience with Premium Quality. The [2 Pack] Firestick Remote Cover,Silicone TV Remote Control C... combines sleek design with outstanding performance.",logitech mx master 3s mouse,9.98,15,146,1.817
I98394,U038,B0DNSFYSV1,S72620,view,2025-11-09 22:33:38,62,4.1,"for mac Mini M4 2024 Top Power Button, Push Switch, Desktop Computer Auxiliary Power Button, Top Power External Switch Button, 3D Printing (Black)",Smartphones,For,"Discover the ultimate Item experience with Premium Quality. The for mac Mini M4 2024 Top Power Button, Push Switch, Desktop ... combines sleek design with outstanding performance.",iphone 15,5.89,15,104,1.179
I70654,U038,B0CMZG16J5,S20655,view,2025-08-08 17:55:36,254,2.7,"Apple iPhone 15 Pro, 256GB, Blue Titanium - Verizon (Renewed)",E-Readers,Apple,"Upgrade your lifestyle with the Premium Quality Apple iPhone 15 Pro, 256GB, Blue Titanium - Verizon (Renewed.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",kindle paperwhite 2024,583.0,20,73,1.841
I62456,U038,B0DN69ZWN9,S57903,view,2025-07-30 06:36:49,29,1.4,"PU Leather Cover for Kindle Paperwhite 12th Gen 2024 (7"") & Kindle Colorsoft Signature Edition (7""), Auto Sleep Wake (Lip)",Smartphones,Kindle,"Looking for the best in Item? The PU Leather Cover for Kindle Paperwhite 12th Gen 2024 (7"") & ... by Premium Quality provides exceptional value and reliability. Built to last.",samsung galaxy s24 ultra,18.99,0,29,1.066
I34600,U038,B087BJ7R7R,S86863,purchase,2025-09-05 04:05:39,61,4.6,"Extra Long XL Leather Band for Apple Watch Series 11 10, Ultra 1/2, 9 8, 7, 6, 5, 4, 3, 2, 1, iWatch Strap - Alligator Pattern - 46mm 45mm 44mm 42mm 41mm, 40mm 49mm (Also Standard Length)",Wearables,Bandini,"Discover the ultimate Item experience with Bandini. The Extra Long XL Leather Band for Apple Watch Series 11 10, Ult... combines sleek design with outstanding performance.",apple watch series 9,34.95,10,125,5.176
I38731,U038,B0DY7S81L7,S98445,purchase,2025-10-06 08:44:49,272,3.5,"PS5/Slim Cooling Station for PS5 Disc&Digital, PS5 Cooling Stand with Dual Controller Charging for PlayStation 5 Console, Multi-Function PlayStation 5 Accessories Controller Charger with Storage Slot",Audio & Speakers,Playstation,"Looking for the best in Item? The PS5/Slim Cooling Station for PS5 Disc&Digital, PS5 Cooling S... by Premium Quality provides exceptional value and reliability. Built to last.",sony wh-1000xm5 headphones,28.43,20,72,5.9030000000000005
I32202,U038,B0FG2CD86F,S27749,view,2025-07-21 10:30:29,146,4.7,"MoKo Case for All-New 7"" Kindle Paperwhite(12th Gen 2024) and Kindle Colorsoft Signature Edition 2024, Lightweight Shell Cover with Hand Strap Auto Wake/Sleep for Kindle Paperwhite 2024, Denim Black",Smartphones,Kindle,"Upgrade your lifestyle with the Premium Quality MoKo Case for All-New 7"" Kindle Paperwhite(12th Gen 2024) an.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",samsung galaxy s24 ultra,11.99,10,36,1.4689999999999999
I78788,U038,B0F1TF1Z5D,S92245,cart,2025-08-09 00:13:15,218,3.6,"Case for 7"" All-New Kindle Paperwhite (12th Generation, 2024) and Kindle Colorsoft Signature Edition Slim Lightweight PU Leather Stand Smart Cover with Auto Wake/Sleep,Art Raven",Wearables,Kindle,"Upgrade your lifestyle with the Premium Quality Case for 7"" All-New Kindle Paperwhite (12th Generation, 2024.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,27.54,0,86,3.717
I90895,U038,B0CY4ZM18N,S98730,cart,2025-11-02 15:44:13,64,3.0,"Kron Mini K1 Mini PC Gaming, AMD Ryzen 5 7430U (equiv to 5850U, 6C/12T, Up to 4.3Ghz), 16GB DDR4 512GB SSD Mini PC Computers Micro Desktop PC 4K Triple Display WiFi6 BT5.2",Audio & Speakers,Acemagician,"Discover the ultimate Item experience with ACEMAGICIAN. The Kron Mini K1 Mini PC Gaming, AMD Ryzen 5 7430U (equiv to 585... combines sleek design with outstanding performance.",sony wh-1000xm5 headphones,255.99,15,116,3.186
I81640,U038,B08GGD8B86,S87847,view,2025-10-28 10:59:37,214,3.1,"Audio Cable with Mic Compatible with Sony WH-1000XM6/1000XM5, XB910N/XB900N, H910N, MDR-1R Headphones, 3.5mm Replacement Stereo Cord with Inline Microphone (4 ft/1.2m)",Computers & Laptops,Geekria,"Upgrade your lifestyle with the GEEKRIA Audio Cable with Mic Compatible with Sony WH-1000XM6/1000XM5.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",dell xps 13 laptop,8.9,0,28,1.7029999999999998
I58506,U038,B0F1GY8SR2,S46696,view,2025-11-09 08:18:20,46,4.7,"PlayStation 5 Slim Upgraded 2TB Disc Edition Fortnite Cobalt Star Bundle with Wireless Controller and Controller Case - White, Slim PS5 2TB PCIe SSD Gaming Console with Disc Drive",Wearables,Playstation,Looking for the best in Item? The PlayStation 5 Slim Upgraded 2TB Disc Edition Fortnite Cobalt... by Premium Quality provides exceptional value and reliability. Built to last.,apple watch series 9,748.79,20,15,1.124
I21436,U038,B0FX3V6K67,S96935,view,2025-08-08 14:13:32,146,1.2,"Travel Storage Case Compatible with Logitech MX Master 4/3/3S/2S & MX Anywhere 3S/2S Advanced Wireless Mouse, Universal Protective Mouse Bag for M720 Triathlon / M705 Marathon (Case Only)",Gaming,Logitech,"Upgrade your lifestyle with the Premium Quality Travel Storage Case Compatible with Logitech MX Master 4/3/3.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony playstation 5 console,16.99,15,20,1.4689999999999999
I41572,U038,B098JK5T78,S33218,view,2025-09-03 23:30:20,204,4.0,"Lift for Mac Wireless Vertical Ergonomic Mouse, Bluetooth, Quiet Clicks, Silent Smartwheel, 4 Customizable Buttons, for macOS/iPadOS/MacBook Pro/Macbook Air/iMac/iPad - Off White",Gaming,Logitech,"Upgrade your lifestyle with the Logitech Lift for Mac Wireless Vertical Ergonomic Mouse, Bluetooth, Q.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony playstation 5 console,79.99,20,11,1.669
I61094,U039,B09V4S6V6K,S63430,view,2025-12-23 22:25:39,296,3.3,"Sony PlayStation 5 Digital Edition Console With Accessories, 825GB - White (Renewed)",Monitors,Playstation,"Looking for the best in Item? The Sony PlayStation 5 Digital Edition Console With Accessories,... by Premium Quality provides exceptional value and reliability. Built to last.",monitor,599.99,15,53,1.986
I94222,U039,B0DSPLKKZV,S88706,view,2025-12-21 05:32:20,42,4.2,"INNOCN 24.5"" 1440P QHD 2K Gaming Monitor, 240Hz PC Computer Desktop Monitor, IPS, HDMI 2.1, DisplayPort, FreeSync, Console Ready, 1ms, MPRT, Eye Care, Flicker-Free, Speaker, 25G2S",E-Readers,Innocn,"Upgrade your lifestyle with the Premium Quality INNOCN 24.5"" 1440P QHD 2K Gaming Monitor, 240Hz PC Computer .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",kindle paperwhite 2024,149.99,0,45,1.11
I82218,U039,B0D7FBK7YS,S73463,view,2025-12-23 13:18:56,120,4.5,"acer Nitro XZ322QU V3 31.5"" WQHD Curved Gaming Monitor – 2560x1440, 180Hz, 1ms VRB, VA Panel, AMD FreeSync Premium, HDMI & DisplayPort, 1500R Curve, ZeroFrame Design (Renewed)",Computers & Laptops,Acer,"Upgrade your lifestyle with the Premium Quality acer Nitro XZ322QU V3 31.5"" WQHD Curved Gaming Monitor – 256.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",dell xps 13 laptop,139.99,5,114,1.379
I76814,U039,B0DJT4SN4M,S32501,cart,2025-12-24 21:46:28,162,1.7,"Headband Cover for Sony WH-1000XM5 (WH1000XM5) Over-Ear Headphones, Replacement Headstrap Pad Repair Part - Navy Blue",Smartphones,Soulwit,Discover the ultimate Item experience with SOULWIT. The Headband Cover for Sony WH-1000XM5 (WH1000XM5) Over-Ear Head... combines sleek design with outstanding performance.,iphone 15,7.95,15,0,3.524
I45101,U039,B08KZYMNJC,S23432,view,2025-12-23 18:08:05,12,1.5,"Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band (Renewed)",Computers & Laptops,Apple,"Upgrade your lifestyle with the Premium Quality Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",mac mini m4,119.0,20,0,1.007
I50881,U039,B0DSHZMF9H,S41543,view,2025-12-26 07:31:48,215,1.3,Carrying Bag Gaming Mouse Storage Box Case Pouch Shockproof Waterproof Accessories Travel Fit for Logitech MX Master 2S/3S Mice,Wearables,Logitech,Discover the ultimate Item experience with Premium Quality. The Carrying Bag Gaming Mouse Storage Box Case Pouch Shockproof ... combines sleek design with outstanding performance.,apple watch series 9,35.71,20,134,1.7069999999999999
I46998,U039,B0FNWZYGRN,S95494,cart,2025-12-25 10:14:06,181,1.9,"CRUA 27” 4K Gaming Monitor, UHD 3840x2160 160Hz IPS Screen, Height/Pivot/Swivel/Tilt Adjustable Vertical Monitor, Support AMD FreeSync, Built-in Speakers, 120% sRGB, PIP/PBP, HDMI 2.1 & DP 1.4-Black",Smartphones,Crua,"Discover the ultimate Item experience with Premium Quality. The CRUA 27” 4K Gaming Monitor, UHD 3840x2160 160Hz IPS Screen, ... combines sleek design with outstanding performance.",samsung galaxy s24 ultra,219.99,5,59,3.59
I41622,U039,B0FDQLV1LV,S63513,view,2025-12-26 19:00:25,280,1.1,"Pink Cherry Bow Case for 7""/6.8"" eReaders,Compatible with Kindle Paperwhite 12th/11th Gen,MEEBOOK,Pocketbook,Colorsoft, Cute Stand Hand Strap Book Cover Sleeve Ebook Gifts Accessories 2024 2025",E-Readers,Meebook,"Discover the ultimate Item experience with Premium Quality. The Pink Cherry Bow Case for 7""/6.8"" eReaders,Compatible with Ki... combines sleek design with outstanding performance.",kindle paperwhite 2024,16.99,20,35,1.931
I39028,U039,B0C3G6Y7JW,S32452,view,2025-12-24 22:37:09,142,3.0,"PSVR Camera Adapter for PS5 Console Compatible with PlayStation VR on PlayStation 5, PS4 PSVR Converter Cable",Computer Accessories,Playstation,"Upgrade your lifestyle with the Premium Quality PSVR Camera Adapter for PS5 Console Compatible with PlayStat.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",logitech mx master 3s mouse,12.99,20,90,1.455
I84023,U039,B0CL6Q14BH,S38385,view,2025-12-22 08:40:07,293,1.2,"Hard Shell Keyboard Travel Case, Compatible with Logitech Ergo K860 Wireless Ergonomic Keyboard and MX Master 3S Mouse Combo Carrying Case (Dark Grey)",Computers & Laptops,Geekria,"Upgrade your lifestyle with the GEEKRIA Hard Shell Keyboard Travel Case, Compatible with Logitech Er.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",dell xps 13 laptop,54.9,20,0,1.976
I26650,U039,B0FPCPNHSV,S22804,view,2025-12-24 09:50:10,65,1.6,Travel Carrying Case Replacement for Logitech MX Master 4 / MX Master 3S / Master 3 / Master 2S Advanced Computer Wireless Mouse- Upgrade Version No Shake,Computers & Laptops,Logitech,Discover the ultimate Item experience with Premium Quality. The Travel Carrying Case Replacement for Logitech MX Master 4 / ... combines sleek design with outstanding performance.,dell xps 13 laptop,8.99,20,83,1.19
I13106,U039,B088MKB54B,S65829,view,2025-12-22 02:50:44,133,1.8,"ASUS TUF Gaming VG27VH1B 27” Curved Monitor, 1080P Full HD, 165Hz (Supports 144Hz), Extreme Low Motion Blur, Adaptive-sync, FreeSync Premium, 1ms, Eye Care, HDMI D-Sub, BLACK",Computer Accessories,Asus,"Discover the ultimate Item experience with Premium Quality. The ASUS TUF Gaming VG27VH1B 27” Curved Monitor, 1080P Full HD, ... combines sleek design with outstanding performance.",logitech mx master 3s mouse,119.0,15,96,1.424
I31433,U039,B0DN12KX4L,S91169,view,2025-12-25 01:37:29,286,2.3,"Case for Kindle Paperwhite 12th Gen 2024. Kindle Colorsoft Signature Edition, Lightweight PU Leather Rotating Stand Protective Soft Cover, Just One More Chapter",Audio & Speakers,Kindle,Looking for the best in Item? The Case for Kindle Paperwhite 12th Gen 2024. Kindle Colorsoft S... by Premium Quality provides exceptional value and reliability. Built to last.,sony wh-1000xm5 headphones,17.99,10,96,1.952
I35540,U039,B0DRCN8WMY,S31977,cart,2025-12-25 22:35:36,239,4.0,"Designed for Samsung Galaxy S24 Ultra Case with Magnetic Ring Stand [Compatible with Mag-Safe][Military Grade Drop Protection][Build in Kickstand] S24 Ultra Phone Case 6.8"",Red",Smartphones,Samsung,Looking for the best in Item? The Designed for Samsung Galaxy S24 Ultra Case with Magnetic Rin... by Premium Quality provides exceptional value and reliability. Built to last.,samsung galaxy s24 ultra,25.99,5,0,3.79
I36802,U039,B0D1TLD9RQ,S81664,cart,2025-12-24 00:44:53,217,3.7,Head Case Designs Officially Licensed Harry Potter The Marauder's Map Graphics Vinyl Sticker Gaming Skin Decal Cover Compatible With Sony PlayStation 5 PS5 Slim Disc Edition Console,Audio & Speakers,Playstation,Looking for the best in Item? The Head Case Designs Officially Licensed Harry Potter The Marau... by Premium Quality provides exceptional value and reliability. Built to last.,sony wh-1000xm5 headphones,30.95,15,13,3.714
I28055,U039,B0DXDWSJWK,S14530,view,2025-12-26 00:33:29,102,3.9,"MoKo Case for All-New 7"" Kindle Paperwhite 2024 12th Gen&Kindle Colorsoft Signature Edition 2024,Ultra Clear Soft Flexible Glitter TPU Back Cover Light Shell with Auto Wake/Sleep, Glitter Pink",Gaming,Kindle,"Looking for the best in Item? The MoKo Case for All-New 7"" Kindle Paperwhite 2024 12th Gen&Kin... by Premium Quality provides exceptional value and reliability. Built to last.",sony playstation 5 console,15.99,20,139,1.317
